Site No.,SU Type,SU No.,SU Description,FAP,FAP General,FAP Specific,FAT,FAT General,FAT Specific,PD No.,FS No.,PL No.,Item No.,Type Code,Type,Form,Part,Finish,Count,Weight (g),Vessel,Comments,Collection Date
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,481,8,,5,MBW,Mancos Black-on-white,B,R,C,1,19.5,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,481,8,,6,MBW,Mancos Black-on-white,B,R,X,1,25.6,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,481,8,,7,MBW,Mancos Black-on-white,B,R,C,1,5.6,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,481,8,,8,LWU,Late White Unpainted,J,R,,1,6.2,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,481,8,,9,LWU,Late White Unpainted,J,R,,1,4.2,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,EBW,McElmo Black-on-white,B,B,C,1,8.7,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,HBW,Pueblo III White Painted,U,B,C,2,1.2,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,ORE,Other Red Nonlocal,B,B,S,1,4.4,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,LBW,Late White Painted,B,B,M,2,4.1,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,HBW,Pueblo III White Painted,J,B,C,2,9.9,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,LBW,Late White Painted,J,B,C,8,15.7,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,HBW,Pueblo III White Painted,B,B,C,1,1,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,MBW,Mancos Black-on-white,B,B,M,1,8.7,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,LBW,Late White Painted,J,B,M,1,0.9,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,LBW,Late White Painted,B,B,C,8,25.9,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,HBW,Pueblo III White Painted,B,B,M,1,10.9,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,GRA,Indeterminate Local Gray,J,B,,2,17.1,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,MBW,Mancos Black-on-white,J,B,C,1,9,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,CRG,Indeterminate Local Corrugated Gray,J,B,,104,222.1,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,LWU,Late White Unpainted,J,B,,20,70.5,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,LWU,Late White Unpainted,U,B,,6,14.7,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,,LWU,Late White Unpainted,B,B,,4,9.1,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,1,CRG,Indeterminate Local Corrugated Gray,J,R,,1,6.3,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,2,MRG,Mancos Corrugated Gray,J,R,,1,4.5,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,3,LWU,Late White Unpainted,B,R,,1,1,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,4,LWU,Late White Unpainted,B,R,,1,3.2,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,5,LWU,Late White Unpainted,B,R,,1,1.8,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,6,LWU,Late White Unpainted,B,R,,1,5,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,7,LWU,Late White Unpainted,B,R,,1,8.2,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,8,LBW,Late White Painted,J,R,C,1,4.7,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,9,LBW,Late White Painted,B,R,C,1,0.8,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,10,LBW,Late White Painted,B,R,M,1,1,,,9/20/1996
5MT5,NST,102,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,482,5,,11,EBW,McElmo Black-on-white,B,R,C,1,2,,,9/20/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,HBW,Pueblo III White Painted,B,B,C,6,13.7,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,LBW,Late White Painted,B,B,C,8,38.2,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,HBW,Pueblo III White Painted,J,B,C,3,12.9,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,LWU,Late White Unpainted,U,B,,23,14.8,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,MBW,Mancos Black-on-white,J,B,M,1,3.4,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,CRG,Indeterminate Local Corrugated Gray,J,B,,238,495.6,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,GRA,Indeterminate Local Gray,J,B,,4,9.5,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,LWU,Late White Unpainted,J,B,,10,29.2,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,LBW,Late White Painted,J,B,M,10,56.4,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,LWU,Late White Unpainted,B,B,,27,60.2,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,LBW,Late White Painted,B,B,M,1,4.7,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,LBW,Late White Painted,U,B,C,4,1.6,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,,LBW,Late White Painted,U,B,M,1,2.4,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,1,CRG,Indeterminate Local Corrugated Gray,J,R,,1,6.1,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,2,VRG,Mesa Verde Corrugated Gray,J,R,,1,4.8,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,3,VRG,Mesa Verde Corrugated Gray,J,R,,1,10,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,4,LWU,Late White Unpainted,J,R,,1,1.9,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,5,LBW,Late White Painted,B,R,C,1,0.7,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,6,LBW,Late White Painted,B,R,C,1,2.2,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,7,LBW,Late White Painted,B,R,C,1,3.9,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,8,LBW,Late White Painted,B,R,C,1,9.9,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,9,LBW,Late White Painted,J,R,M,1,6.9,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,10,VBW,Mesa Verde Black-on-white,B,R,C,1,3.2,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,341,3,,11,EBW,McElmo Black-on-white,B,R,M,1,3.1,,,5/22/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,,LWU,Late White Unpainted,O,B,,1,0.9,,handle,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,,CRG,Indeterminate Local Corrugated Gray,J,B,,604,1742.1,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,,LWU,Late White Unpainted,B,B,,24,74.9,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,,LWU,Late White Unpainted,U,B,,16,12.7,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,,LBW,Late White Painted,J,B,C,39,184.5,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,,LBW,Late White Painted,B,B,C,78,328.7,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,,LBW,Late White Painted,O,B,C,7,58.7,,"6 ladle handles, 1 ladle body (near rim)",9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,,LWU,Late White Unpainted,J,B,,67,375.5,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,,LBW,Late White Painted,U,B,C,9,5.2,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,,ORE,Other Red Nonlocal,B,B,S,1,2.1,,White Mountain Red Ware,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,,LBW,Late White Painted,B,B,M,1,10.9,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,1,VRG,Mesa Verde Corrugated Gray,J,R,,1,10.8,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,2,VRG,Mesa Verde Corrugated Gray,J,R,,1,13.3,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,3,VRG,Mesa Verde Corrugated Gray,J,R,,1,8.4,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,4,VRG,Mesa Verde Corrugated Gray,J,R,,1,7.8,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,5,VRG,Mesa Verde Corrugated Gray,J,R,,1,8.8,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,6,LBW,Late White Painted,B,R,C,1,9.2,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,7,CRG,Indeterminate Local Corrugated Gray,J,R,,1,5.1,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,8,CRG,Indeterminate Local Corrugated Gray,J,R,,1,15.9,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,9,CRG,Indeterminate Local Corrugated Gray,J,R,,1,2.7,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,10,VRG,Mesa Verde Corrugated Gray,J,R,,1,23.7,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,11,LWU,Late White Unpainted,J,R,,1,4.6,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,12,LBW,Late White Painted,O,R,C,1,39.9,,ladle,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,13,LWU,Late White Unpainted,B,R,,1,3.4,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,14,LWU,Late White Unpainted,B,R,,1,1.6,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,15,LWU,Late White Unpainted,B,R,,1,2,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,16,LWU,Late White Unpainted,B,R,,1,2.5,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,17,MBW,Mancos Black-on-white,B,R,C,1,7.7,,corrugated,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,18,HBW,Pueblo III White Painted,B,R,C,1,12.2,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,19,HBW,Pueblo III White Painted,B,R,C,1,26.1,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,20,HBW,Pueblo III White Painted,B,R,C,1,10.8,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,21,HBW,Pueblo III White Painted,B,R,C,1,5.1,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,22,HBW,Pueblo III White Painted,B,R,C,1,2.7,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,23,HBW,Pueblo III White Painted,B,R,C,1,2.4,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,24,HBW,Pueblo III White Painted,B,R,C,1,1.2,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,25,HBW,Pueblo III White Painted,B,R,C,1,1.5,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,26,LBW,Late White Painted,B,R,C,1,22.7,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,27,LBW,Late White Painted,B,R,C,1,1.4,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,28,LBW,Late White Painted,B,R,C,1,10.1,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,29,LBW,Late White Painted,B,R,C,1,1.7,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,30,LBW,Late White Painted,B,R,C,1,1.1,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,31,LBW,Late White Painted,B,R,C,1,1,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,32,LBW,Late White Painted,B,R,C,1,0.4,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,33,LBW,Late White Painted,B,R,C,1,0.6,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,34,LBW,Late White Painted,B,R,C,1,0.7,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,35,LBW,Late White Painted,O,R,C,1,1.8,,ladle,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,36,LBW,Late White Painted,O,R,C,1,1.5,,ladle?,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,37,LBW,Late White Painted,B,R,C,1,0.5,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,22,,38,HBW,Pueblo III White Painted,B,R,C,1,4,,,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,15,cultural deposit,recently disturbed,435,30,,,LWU,Late White Unpainted,O,B,,1,6.3,,modified sherd; handle frag,9/9/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,3,,,CRG,Indeterminate Local Corrugated Gray,J,B,,8,27.5,,,9/22/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,3,,,LWU,Late White Unpainted,U,B,,1,0.2,,,9/22/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,3,,1,HBW,Pueblo III White Painted,B,R,C,1,1.1,,,9/22/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,4,,,CRG,Indeterminate Local Corrugated Gray,J,B,,1,5.3,,modified sherd,9/22/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,LWU,Late White Unpainted,J,B,,6,21.3,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,LBW,Late White Painted,B,B,X,1,13.8,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,LBW,Late White Painted,B,B,C,1,0.5,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,LWU,Late White Unpainted,O,B,,2,22.2,,"1 strap handle, 1 ladle handle",9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,MBW,Mancos Black-on-white,J,B,X,1,4.3,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,LWU,Late White Unpainted,B,B,,4,6.2,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,MBW,Mancos Black-on-white,J,B,M,1,1.1,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,GRA,Indeterminate Local Gray,J,B,,4,13.8,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,MBW,Mancos Black-on-white,J,B,C,1,2.7,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,LBW,Late White Painted,U,B,M,2,0.7,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,MBW,Mancos Black-on-white,B,B,X,1,4.6,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,LBW,Late White Painted,B,B,M,1,0.8,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,MBW,Mancos Black-on-white,B,B,M,3,16.8,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,CRG,Indeterminate Local Corrugated Gray,J,B,,46,150.4,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,,LWU,Late White Unpainted,U,B,,7,5,,,9/11/1996
5MT5,NST,103,midden,48,fill,not further specified,12,cultural deposit,secondary refuse,480,6,,1,CRG,Indeterminate Local Corrugated Gray,J,R,,1,1.5,,,9/11/1996
